品目,品番,商品名,車両メーカー,代表型式,代表車名,純正品番,本体福原加工,クラッチ福原加工,本体,クラッチ,仕切り,保証期間,備考,付属品,注意事項１,注意事項２,在庫フラグ（0：在庫あり、1：要確認）
コンプレッサー,KF01-61-450AR-S,コンプレッサー,ﾏﾂﾀﾞ,KE2FW,CX-5,KF01-61-450A,KF01-61-450A,,,,29300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506031-0330R-S,ゼクセルコンプレッサー(DCW17BE),ﾏﾂﾀﾞ,JCES,ｺｽﾓ,J015-61-450,J015-61-450,,,,47000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,506031-0140R-S,ゼクセルコンプレッサー(DCW17BE),ﾏﾂﾀﾞ,JCESE,ｺｽﾓ,J001-61-450A,J001-61-450A,,,,47000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,FS-10R-S,コンプレッサー FS-10,ﾏﾂﾀﾞ,E-HEEA,ｾﾝﾃｨｱ,H430-61-450A,H430-61-450A,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,N1500AA4R-S,ナショナルコンプレッサー(N1500AA4),ﾏﾂﾀﾞ,HD5S,ｾﾝﾃｨｱ,H38061K00,H38061K00,H38061L10,H38061K00,H38061L10,30300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506031-0100R-S,ゼクセルコンプレッサー(DCW17B),ﾏﾂﾀﾞ,HCSS,ﾙｰﾁｪ,H364-61-450B,H364-61-450B,,,,47000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,509640-1930R-S,ゼクセルコンプレッサー　DKS15S,ﾏﾂﾀﾞ,,ﾙ-ﾁｪ,H267-61-450,H267-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A1AF4DWR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,GY3W,ｱﾃﾝｻﾞ,GJ6A61K00,GJ6A61K00,GJ6A61L20,GJ6A61K00,GJ6A61L20,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,0
コンプレッサー,GHT6-61-450AR-S,コンプレッサー,ﾏﾂﾀﾞ,GJ2FP,ｱﾃﾝｻﾞ,GHT6-61-450A,GHT6-61-450A,,,,34300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,N15A0AC4R-S,ナショナルコンプレッサー,,,,GC3T61K00,GC3T61K00,M03061L10,GC3T61K00,M03061L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,N13A0AN4R-S,ナショナルコンプレッサー,,,,GC3R61K00B,GC3R61K00B,GC3N61L10,GC3R61K00B,GC3N61L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,N1301AC4R-S,ナショナルコンプレッサー(N1301AC4),ﾏﾂﾀﾞ,E-GE8P,ｸﾛﾉｽ,GA5R61K00,GA5R61K00,GA5V61L10,GA5R61K00,GA5V61L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506011-5730R-S,ゼクセルコンプレッサー(DKS13CH),ﾏﾂﾀﾞ,GVER,ｶﾍﾟﾗ,G00J-61-450,G00J-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,447100-022R,コンプレッサー/クラッチ(R) TV14C 12V,ﾏﾂﾀﾞ,FD3S,RX7,FD15-61-450,FD15-61-450,,442500457,447300176,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1
コンプレッサー,247100-013R,コンプレッサー/クラッチ(R) TV14C 12V,ﾏﾂﾀﾞ,FD3S,RX7,FD05-61-450A,FD05-61-450A,,1425004650,1473000250,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1
コンプレッサー,047100-933R,コンプレッサー/クラッチ　(R)　10P13E  12V,ﾏﾂﾀﾞ,SA22C,RX-7,FA54-76-890,FA54-76-890,,,,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,447180-931R,コンプレッサー/クラッチ(R) SCSA06C 12V,ﾏﾂﾀﾞ,SE3P,RX8,F151-61-450A,F151-61-450A,,,,31100,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1
コンプレッサー,047100-332R,コンプレッサー/クラッチ(R) TV14SC 12V,ﾏﾂﾀﾞ,FC3S,RX7,F065-61-450,F065-61-450,,,,28600,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,H12A1AM4HXR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,ER3P,CX-7,E221-61-450F,E221-61-450F,,,,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,DRZ8-61-450R-S,カルソニックコンプレッサー,ﾏﾂﾀﾞ,DE3FS,ﾃﾞﾐｵ,DRZ8-61-450,DRZ8-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H09A1AD4AUR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DBA-DE3AS,ﾃﾞﾐｵ,D658-61-450A,D658-61-450A,,,,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,V09A1AA4AKR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DBA-DE3FS,ﾃﾞﾐｵ,D651-61-450G,D651-61-450G,,,,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,V08A1AC4ADR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DY3W,ﾃﾞﾐｵ,D570-61-450E,D570-61-450E,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,車輌により取付ボルトの長さが違うものがありますが、対策ボルトを同梱しています。必要に応じてお使い下さい。,1
コンプレッサー,H09A1AA4CUR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DC5R,ﾍﾞﾘｰｻ,D471-61-450E,D471-61-450E,,,,19000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H09A1AC4DTR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DY3W,ﾃﾞﾐｵ,D37561K00,D37561K00,GJ6A61L20,D37561K00,GJ6A61L20,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H09A0AA4HUR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,E-DW3W,ﾃﾞﾐｵ,D201-61-450,D201-61-450,,,,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,D11R-61-450R-S,カルソニックコンプレッサ-,ﾏﾂﾀﾞ,DJ5FS,ﾃﾞﾐｵ,D11R-61-450,D11R-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,D09W-61-450R-E,ゼクセルコンプレッサー,ﾏﾂﾀﾞ,DJ3FS,ﾃﾞﾐｵ,D09W-61-450,D09W-61-450,,,,38000,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,Z0021341AR-F,ゼクセルコンプレッサー(DKV09Z),ﾏﾂﾀﾞ,DEJFS,ﾃﾞﾐｵ,D07A-61-450,D07A-61-450,,,,33100,2年4万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,0
コンプレッサー,Z0021341AR-S,ゼクセルコンプレッサー(DKS09Z),ﾏﾂﾀﾞ,DBA-DEJFS,ﾃﾞﾐｵ,D07A-61-450,D07A-61-450,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,C273-61-450AR-S,コンプレッサー C273-61-450AR-S,ﾏﾂﾀﾞ,CCEFW,ﾋﾞｱﾝﾃ,C273-61-450A,C273-61-450A,,,,27000,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A1AJ4GXR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,CREW,ﾌﾟﾚﾏｼｰ,C236-61-450E,C236-61-450E,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,N13A0AA4R-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,E-CA8PE,ﾕ-ﾉｽ500,C003-61-450,C003-61-450,,,,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A1AG4DYR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DBA-BK5P,ｱｸｾﾗ,BP4K61K00,BP4K61K00,GJ6A61L20,BP4K61K00,GJ6A61L20,23300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,BFD1-61-450AR-S,コンプレッサー,ﾏﾂﾀﾞ,CCFFW,ﾋﾞｱﾝﾃ,BFD1-61-450A,BFD1-61-450A,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A1AS4EYR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,DBA-BL5FP,ｱｸｾﾗ,BBP2-61-450A,BBP2-61-450A,,,,26300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,BBM4-61-450R-S,コンプレッサー,ﾏﾂﾀﾞ,DBA-BLEAP,ｱｸｾﾗ,BBM4-61-450B,BBM4-61-450B,,,,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは、現車の物を使用して下さい,,1
コンプレッサー,BBM4-61-450R-O,コンプレッサー HS-18N,ﾏﾂﾀﾞ,DBA-BLEAP,ｱｸｾﾗ,BBM4-61-450B,BBM4-61-450B,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,SA11A0AD4R-S,ナショナルコンプレッサー,,,,B62161K00,B62161K00,B62561L10,B62161K00,B62561L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,042200-093R,電動コンプレッサー,ﾏﾂﾀﾞ,DAA-BYEFP,ｱｸｾﾗ,B45L-61-4C0,B45L-61-4C0,,,,51300,1年2万km保証,純正部品にてリビルト,Oリング付　オイル規定量入り,ハイブリッド用専用コンプレッサーオイルが入っています。ガスチャージ等の際に、通常のコンプレッサーオイルが僅かでも混入すると故障につながります。,商品に同梱する保証登録用紙にご記入の上、コアと一緒に返送ください。注意：コア返却が無い場合や別の箱でコア返却された場合は保証が受けられません。,1
コンプレッサー,SA1150AA4R-S,ナショナルコンプレッサー(SA1150AA4),ﾏﾂﾀﾞ,E-BG3P,ﾌｧﾐﾘｱ,B45561K00,B45561K00,B45561L10,B45561K00,B45561L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,リブ４溝　プーリー径１２５㎜　　　　Ｒ１２ガス仕様　です。現品をお確かめください。,同車種でプーリー径違いが有るものがあります。要注意品番です。,1
コンプレッサー,H12A1AJ4EXR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,BK3P,ｱｸｾﾗ,B32T61K00,B32T61K00,BP4S61L20,B32T61K00,BP4S61L20,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,クラッチ配線のカプラーは現車の物をご使用下さい。,,1
コンプレッサー,147100-267R,コンプレッサ-/クラッチ  10P15C 12V,ﾏﾂﾀﾞ,FC3S,RX7,B262-61-450B,B262-61-450B,,472007500,473003860,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A1AA4DLR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,GF-BJ3P,ﾌｧﾐﾘｱ,B25F61K00,B25F61K00,B22B61L20,B25F61K00,B22B61L20,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A0AH4JUR-S,ナショナルコンプレッサー,,,,B25F61K00,B25F61K00,GE9E61L20,B25F61K00,GE9E61L20,28300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A0AH4QUR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,CP8W,ﾌﾟﾚﾏｼｰ,B25F61K00,B25F61K00,GE4T61L20,B25F61K00,GE4T61L20,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A0AA4EKR-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,E-BHA3P,ﾌｧﾐﾘｱ,B22B61K00,B22B61K00,B22B61L20,B22B61K00,B22B61L20,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,H12A0AA4RUR-S,ナショナルコンプレッサー,,,,B22B61K00,B22B61K00,GE4T61L20,B22B61K00,GE4T61L20,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,147100-178R,コンプレッサー/クラッチ(R) 10P13A 12V,,,,B11161K00,B11161K00,BA5R61L10,B11161K00,BA5R61L10,29400,2年2万km保証,純正部品にてリビルト,マグネットクラッチ付(純正新品)　Oリング付　オイル規定量入り,,※トラック・冷凍車は1年2万km保証,1
コンプレッサー,N13A0AE4R-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,CBAEP,ﾗﾝﾃｨｽ,B01A61K00,B01A61K00,B01C61L10,B01A61K00,B01C61L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,AKC200A205APR-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,CT9A,ﾗﾝｻｰ,7813A036,AKC006A235C,AKC006A226W,AKC006A235C,AKC006A226W,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,AKC200A205ARR-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,CU2W,ｴｱﾄﾚｯｸ,7813A036,AKC006A235C,AKC006A226Y,AKC006A235C,AKC006A226Y,26800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,AKC200A205ATR-S,三菱コンプレッサー(MSC90C) クラッチ付,三菱,CQ1A,ﾃﾞｨﾝｺﾞ,MR460112,AKC006A225,AKC006A226Z,AKC006A225,AKC006A226Z,22600,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,AKC200A080R-S,三菱コンプレッサー(MSC60CA) クラッチ付,三菱,CBA-Z25A,ｺﾙﾄ,MR568860,AKC006A082,AKC006A083,AKC006A082,AKC006A083,21800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,AKC200A002R-S,三菱コンプレッサー(MSC60C) クラッチ付,三菱,U41T,ﾐﾆｷｬﾌﾞ,MB938870,AKC006A006A,AKC006A007A,AKC006A006A,AKC006A007A,20800,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,E07A0AA5R-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,AA6PA,ｷｬﾛﾙ,A055-61-450D ,A055-61-450D ,A05361L10,A05561K00B,A05361L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,E0700AB5R-S,ナショナルコンプレッサー(E0700AB5),ﾏﾂﾀﾞ,E-AA6PA,ｷｬﾛﾙ,A053-61-450B,A053-61-450B,A05361L10,A05361K00,A05361L10,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,E0700AA5R-S,ナショナルコンプレッサー,ﾏﾂﾀﾞ,E-AA6PA,ｷｬﾛﾙ,A001-61-450,A001-61-450,,,,24300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,506021-5010R-S,ゼクセルコンプレッサー(DKV07G),ｽｽﾞｷ,JB23W,ｼﾞﾑﾆｰ,95200-81A01,95200-81A01,,,,27300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
コンプレッサー,SJK805TR-S,スズキコンプレッサー,ｽｽﾞｷ,CG72V,ｾﾙﾎﾞ,95200-81441,95200-81441,,,,22300,2年4万km保証,リビルト品,マグネットクラッチ付　Oリング付　オイル規定量入り,,,1
